period,vintage,value,label,preliminary
2025Q1,2026-09-21,0.034939,,
2025Q2,2026-09-21,0.032814,,
2025Q3,2026-09-21,0.055251,,
2025Q4,2026-09-21,0.047784,,
2026Q1,2026-09-21,0.069322,,
